,commentary,target
206," Parnell to Ishan Kishan, no run, hint of extra bounce on this length delivery outside off at 135ks, Ishan Kishan hops and dabs it to lone slip ",0
207," Parnell to Ishan Kishan, no run, full and swinging away outside off at 133ks, draws Ishan Kishan into a booming drive and beats the outside edge ",0
208," Parnell to Ishan Kishan, no run, 132ks full and wide of off, driven with an open bat face straight to backward point ",0
209," Parnell to Ishan Kishan, FOUR, streaky! 136ks tails in from a length just outside off, Ishan Kishan chops  and gets a thick inside edge that races down to the fine leg fence in a jiffy ",1
210," Parnell to Ishan Kishan, no run, 134ks good length outside off, Ishan Kishan opens the bat face and taps to backward point ",0
211," Rabada to Gaikwad, no run, swings in from a fuller length around off, Gaikwad pushes and gets it off the thick inside edge towards mid-wicket ",0
212," Rabada to Gaikwad, no run, good length tails in at 138ks outside off, Gaikwad is happy to let that pass ",0
213," Rabada to Ishan Kishan, 1 run, pushes it fuller and wider of off, Ishan Kishan taps with an open bat face and sends an easy single down to third man ",0
214," Rabada to Gaikwad, 1 run, very full on off at 136ks, Gaikwad pings the drive to mid-off and hurries across to complete a quick single. Direct hit from Bavuma but Gaikwad is well in... ",0
215," Rabada to Gaikwad, no run, 134ks tad fuller and takes it away from the right-hander, Gaikwad seeks to drive and gets beaten on the outside edge ",0
216," Rabada to Gaikwad, no run, skiddy length delivery that shapes in with extra bounce just outside off, Gaikwad covers his off-stump and shoulders arms ",0
217," Parnell to Ishan Kishan, FOUR, first runs after 4 overs. Parnell goes full and wide of off, Ishan Kishan opens the bat face and slices the drive in the gap between backward point and cover.. ",1
218," Parnell to Ishan Kishan, no run, fuller and just outside off, Ishan Kishan presses forward and blocks it back to the bowler ",0
219," Parnell to Ishan Kishan, no run, angling away from the left-hander, left alone ",0
220," Parnell to Ishan Kishan, no run, almost a yorker! Full and veering in with inward movement at pace, Ishan Kishan brings his bat down in time to jam it into the surface ",0
221," Parnell to Ishan Kishan, no run, 129ks short and wide of off, Ishan Kishan chops it to backward point ",0
222," Parnell to Dhawan, out Bowled!! Chopped on once again! The pressure of 20 successive dot balls? Dhawan perhaps was trying to dab this down to third man and went on his back foot in the process of playing an outswinger in the sixth stump channel, doesn't quite adjust for the late inward movement and it clatters the stumps off the thick inside half. Both openers are gone. Dhawan b Parnell 4(16) ",1
223," Rabada to Gaikwad, no run, three successive maidens. Fuller and just outside off, Gaikwad plants his front foot across and pushes it to mid-on ",0
224," Rabada to Gaikwad, no run, another beauty of an inswinger just outside off, Gaikwad got drawn into a poke and was done for pace and late inward movement ",0
225," Rabada to Gaikwad, no run, good length on the stumps, Gaikwad hops and gets an inside edge onto his boot on the attempted push ",0
226," Rabada to Gaikwad, no run, 139ks full and swinging away outside off, lures Gaikwad onto the drive and takes it past the outside edge ",0
227," Rabada to Gaikwad, no run, beauty! Curves in at 136ks and holds its line in the corridor of uncertainty, Gaikwad looks to block and gets beaten all ends up on the outside edge ",0
228," Rabada to Gaikwad, no run, 137ks swinging away from a good length outside off, Gaikwad pokes sans any feet and gets beaten on the outside edge ",0
229," Parnell to Dhawan, no run, well wide of off at 130ks, left alone to the keeper. Back-to-back maidens for South Africa ",0
230," Parnell to Dhawan, no run, comes down the track and bunts the length delivery to mid-wicket, Gaikwad was keen on a quick single and had to be sent back as the fielder rushed towards the ball from square leg ",0
231," Parnell to Dhawan, no run, back of a length outside off, Dhawan hops and steers it to the right of backward point ",0
232," Parnell to Dhawan, no run, fuller on off-stump, blocked back to the bowler ",0
233," Parnell to Dhawan, no run, advances and looks to force one straight, the nip-backer though zips off the deck and takes the inside edge onto Dhawan's thigh pad ",0
234," Parnell to Dhawan, no run, swinging away from a length outside off, left alone to the keeper ",0
235," Rabada to Gaikwad, no run, perfect yorker on and around off-stump, Gaikwad brings his bat down in time and jams it back to the bowler ",0
236," Rabada to Gaikwad, no run, swings away in the outside off channel, Gaikwad plays well inside the line and lets it go ",0
237," Rabada to Shubman Gill, out Bowled!! Chopped on! 138ks full inswinger just outside off, tails in and takes the thick inside edge back onto leg peg. Shubman Gill didn't commit to the drive, no feet as he tries to push it wide of cover. Healthy edge and it rattles the woodwork in the blink of an eye. Shubman Gill b Rabada 3(7) ",1
238," Rabada to Shubman Gill, no run, full and wide of off at 138ks, left alone to the keeper ",0
239," Rabada to Shubman Gill, no run, inswinger on a length at 137ks, Gill hops and bunts it back to the bowler ",0
240," Rabada to Shubman Gill, no run, pitched up and swinging away outside off at 134ks, Gill drives sweetly and finds mid-off to his left ",0
241," Parnell to Dhawan, no run, swings away outside off from a length, Dhawan doesn't bother with it ",0
242," Parnell to Dhawan, no run, once again skids off the deck and hits Dhawan on the thigh pad as he misses out on the tuck ",0
243," Parnell to Dhawan, 2 runs, short and wide of off, poor running this from the Indian openers. They were very slow on the first run and hence missed out on stealing a third here. Dhawan stood back and slapped this in the gap wide of cover and perhaps assumed it to be a boundary, wasn't to be... ",0
244," Parnell to Dhawan, no run, this one hurries off the deck from a length, Dhawan was taken aback by the extra bounce and fails to get bat on the attempted dab. Struck on the body.. ",0
245," Parnell to Dhawan, no run, swings away from a good length at 130ks, lures Dhawan into a punch and beats the outside edge ",0
246," Parnell to Dhawan, no run, short of length just outside off, Dhawan punches on the up to the right of cover-point ",0
247," Parnell to Dhawan, wide, on a length and slipping down the leg-side, Dhawan looks to flick and gets beaten. Appeal for a strangle down leg, but no dice... ",0
248," Rabada to Shubman Gill, no run, 135ks short of a length outside off, stabbed into the covers ",0
249," Rabada to Shubman Gill, 2 runs, just checks his punch in the gap between mid-off and extra cover, timed well enough to squeeze a quick couple of runs ",0
250," Rabada to Dhawan, 1 run, Rabada is struggling to find his lines against the left-hander. Slips one on the pads once again and it's been tucked behind square on the leg-side for an easy single ",0
251," Rabada to Dhawan, no run, good length on middle and leg, clipped into the leg-side with soft hands ",0
252," Rabada to Shubman Gill, 1 run, swinging in from a fuller length around off, Gill was early into his drive and ended up chipping it off the bottom half to the right of Bavuma at mid-off. Fell well short of the diving skipper ",0
253," Rabada to Dhawan, 1 run, gentle length delivery on the pads and it's been neatly nudged towards square leg for a quick single ",0
254," Siraj to Klaasen, no run, banged in short and at the stumps, Klaasen was swivelling across on the pull and missed, Miller was looking for a cheeky bye, but Klaasen wasn't alert to it. South Africa finish on 249 ",0
255," Siraj to Miller, 1 run, yorker length delivery on off, flicked away to deep mid-wicket for a single ",0
256," Siraj to Miller, no run, slower ball angled across the left-hander, Miller shuffled across and then had a slog, undone by the lack of pace ",0
257," Siraj to Miller, 2 runs, wide full-toss from Siraj, Miller reaches out and slices the drive square past point, was running away to the ropes but Ruturaj gets across, slides and pushes the ball towards the fielder getting across from deep point, saved two runs for his team ",0
258," Siraj to Miller, no run, much better from Siraj, goes for the wide yorker and lands it inside the tramlines, Miller can't get bat on that ",0
259," Siraj to Miller, SIX, short, wide and slapped over extra-cover for a maximum, easy for Miller - gets on top of the bounce and crunches the cut over cover, poor delivery and it was duly dismissed ",1
260," Ravi Bishnoi to Miller, 1 run, flighted delivery on off, Miller drags the pull down to long-on for a single ",0
261," Ravi Bishnoi to Klaasen, 1 run, pushed through at the stumps, Klaasen doesn't get any power behind the slog, mistimed it to long-on for a single ",0
262," Ravi Bishnoi to Klaasen, no run, full-toss outside off, but Klaasen had already pre-meditated the reverse sweep, gets an under-edge and the ball rolls to short third man ",0
263," Ravi Bishnoi to Klaasen, FOUR, cheeky and four, nicely tossed up outside off, Klaasen bends down low, reversed his stance and then sweeps it backward of square on the off-side for a boundary ",1
264," Ravi Bishnoi to Klaasen, 2 runs, pushed through quicker and into the stumps, Klaasen was rocking back on the pull, hit high on the bat and rolled towards mid-on, back for the second ",0
265," Ravi Bishnoi to Miller, leg byes, 1 run, appeal for LBW, but the ball had pitched outside leg, skidded through and beat Miller on the inside edge, rolled to the off-side for a leg-bye ",0
266," Avesh Khan to Klaasen, no run, change of pace from Avesh, slower ball outside off - Klaasen was early into the swing and missed, 16 off the over ",0
